Артикул ВБ	Название	Ноябрь 2024|Заказы	Ноябрь 2024|Выручка	Ноябрь 2024|Маржа	Декабрь 2024|Заказы	Декабрь 2024|Выручка	Декабрь 2024|Маржа	Январь 2025|Заказы	Январь 2025|Выручка	Январь 2025|Маржа	Февраль 2025|Заказы	Февраль 2025|Выручка	Февраль 2025|Маржа	Март 2025|Заказы	Март 2025|Выручка	Март 2025|Маржа	Апрель 2025|Заказы	Апрель 2025|Выручка	Апрель 2025|Маржа	Май 2025|Заказы	Май 2025|Выручка	Май 2025|Маржа	Июнь 2025|Заказы	Июнь 2025|Выручка	Июнь 2025|Маржа	Июль 2025|Заказы	Июль 2025|Выручка	Июль 2025|Маржа	Август 2025|Заказы	Август 2025|Выручка	Август 2025|Маржа	Сентябрь 2025|Заказы	Сентябрь 2025|Выручка	Сентябрь 2025|Маржа	Октябрь 2025|Заказы	Октябрь 2025|Выручка	Октябрь 2025|Маржа	Ноябрь 2025|Заказы	Ноябрь 2025|Выручка	Ноябрь 2025|Маржа	Декабрь 2025|Заказы	Декабрь 2025|Выручка	Декабрь 2025|Маржа	Январь 2026|Заказы	Январь 2026|Выручка	Январь 2026|Маржа	Февраль 2026|Заказы	Февраль 2026|Выручка	Февраль 2026|Маржа	Март 2026|Заказы	Март 2026|Выручка	Март 2026|Маржа	Апрель 2026|Заказы	Апрель 2026|Выручка	Апрель 2026|Маржа	Май 2026|Заказы	Май 2026|Выручка	Май 2026|Маржа	Июнь 2026|Заказы	Июнь 2026|Выручка	Июнь 2026|Маржа	Итого|Заказы	Итого|Выручка	Итого|Маржа
333321028	ELIZAVECCA - Milky Piggy Hell-Pore Clean Up Enzyme Powder Wash2														233435.09	136257.38		69002.73	13891.22		140596.85	24206.67		61112.10	8092.17		22770.81	1677.40		17971.27	1532.66		14636.43	1225.87		15932.69	1250.33		19246.05	569.35		13942.91	-128.34		587.37	-2.36													3	1155.47	-8.43	3	610389.77	188563.92
170198738	Enough 8 Peptide Full Cover Perfect Foundation 13 тон								555.00	115.81														-439.50	-439.50		31483.36	4459.98		67946.80	-111474.65		121458.26	7324.99		47441.88	7628.01		32374.83	-3798.42		28536.81	4875.32	9	21011.96	6020.38	69	35953.09	10563.40	98	61309.91	19992.92	73	49689.32	17801.14	117	51722.80	12329.97	103	55156.54	19537.78	469	604201.06	-5062.87
180988755	Petitfee B-Glucan Deep Firming Eye Mask					37199.05	13850.30		5324.93	1636.57		893.04	279.96								2085.02	842.33		41789.74	15088.05		21287.28	6889.26		21154.73	4854.58		23271.49	7768.95		13332.48	3963.01		15110.04	3320.39		47290.05	10470.33	20	73063.20	17491.45	92	87626.21	20450.01	106	97688.13	27358.96	65	51609.22	15432.71	38	31930.76	9396.16	38	27982.77	8064.46	359	598638.14	167157.48
208202076	EKEL Ampule Сream Сollagen [70ml]					36621.20	13556.25		107660.26	33626.96		7245.95	2595.42								1499.73	577.42		43386.31	14588.88		42068.66	13860.09		30633.96	6770.53		23510.67	5714.25		31660.47	8766.83		27875.58	7325.97		32526.15	9007.13	36	26549.59	-1243.99	226	43750.52	-8505.29	104	42519.63	13830.46	80	27537.41	9878.59	95	30573.77	11383.34	75	27442.61	10275.79	616	583062.47	152008.63
170198109	Enough Rich Gold Double Wea Radiance Foundation 21 тон																							-248.30	-248.30		28239.26	9820.77		91877.68	32140.80		73466.88	26732.94		37036.09	12922.27		34700.21	10906.76		32150.35	10242.91	10	15280.43	3650.97	40	18765.66	4421.24	65	29761.38	8213.12	74	37170.99	12125.87	156	71345.24	24650.47	145	69903.15	23417.73	490	539449.02	178997.55
199425671	Dr.Jart_Teatreatment_Soothing_Spot																										51560.68	23403.27		36117.40	12586.51		35208.14	13477.61		35092.25	14784.22		41918.24	16608.48		25653.48	8654.15	9	42492.89	13834.95	150	142532.30	49638.63	85	119360.06	45645.61	1	3825.12	1516.38	2	1225.89	459.58				247	534986.45	200609.39
180992464	PETITFEE Aura Quartz Hydrogel Eye Mask Pure Opal					37671.33	13837.11		109303.15	34398.22		10124.56	3469.53								3817.64	1587.28		37169.59	14193.73		38152.90	13518.27		41460.16	13758.32		39899.57	14029.65		32133.92	11234.25		25388.34	7629.38		33978.69	9389.30	1	32445.70	8819.52	9	8264.89	2358.79	21	21206.71	6388.01	15	17603.81	5679.09	31	30893.13	10038.47	14	12820.56	3898.09	91	532334.65	174227.01
551607905	CELIMAX JI WOO GAE CICA BHA BLEMISH TONER PAD [170ml / 60pads]																																						59106.53	26924.33		10322.65	3848.47	15	35667.83	11453.71	77	33215.75	-19265.01	246	145744.94	-18593.79	176	111588.30	-19699.01	130	72952.52	-18687.63	85	60790.09	5120.80	729	529388.61	-28898.13
190160197	EKEL Ampoule Toner Collagen 150ml																				1780.87	946.61		40585.92	16976.42		56459.43	21574.18		25823.03	7042.36		9405.58	4300.72		16621.81	7641.62		44179.72	13076.62		60132.19	12037.01	30	40757.54	2470.03	300	94963.30	18680.76	247	108729.88	46046.03	18	29756.66	13420.79		-0.26	-0.26				595	529195.67	164212.89
179611278	Petitfee Artichoke Soothing Hydrogel Eye Mask																				2370.59	775.01		22956.20	7886.09		16418.43	5047.08		10923.50	1661.54		7000.23	2129.39		4915.72	1137.78		12139.19	1917.86		19454.45	3799.79	55	67013.53	12677.95	279	187274.87	28666.95	125	103346.24	26302.60	38	30424.86	8245.09	39	23579.03	6266.59	41	20240.84	5164.82	577	528057.68	111678.54
190314124	СГ-Белая с узорами																																			8308.26	2168.12		61035.26	12050.85		365300.65	96585.53	4	82002.06	9670.30	3	2789.72	384.43		-1.31	-1.31		-2.25	-2.25							7	519432.39	120855.67
214312385	THE ORDINARY - Argireline Solution 10% [30ml]					3121.85	742.42		1329.06	-30691.43		74972.26	16878.76		91257.97	18714.05		53875.77	10714.93		85195.41	17212.31		48235.70	8619.09		14415.18	2294.88		11179.12	1649.05		5090.08	780.55		13632.13	2334.92		11719.68	638.92		7618.21	-13027.16	2	18612.58	-5459.42	22	7922.24	-7485.33	28	19218.57	225.35	26	26154.57	4477.29	21	14269.16	492.97	18	7149.44	250.20	117	514968.98	29362.35
212759698	JIGOTT - Moisture Real Aloe Vera Toner [300ml]					3104.55	1571.93		16227.57	7021.98		398.74	200.39								905.98	507.64		9215.45	4761.69		37542.90	18194.68		40485.67	13293.79		30495.43	7438.23		43770.38	17909.74		42788.08	15793.52		49621.99	17992.20	57	37077.10	1187.26	327	69923.37	4294.11	120	65762.35	35154.11	58	30441.84	18863.46	37	21850.74	13493.96	47	14475.82	3092.67	646	514087.96	180771.36
555204573	dm7dm3-45																																						10399.06	5259.38		426501.76	126193.17	16	62290.26	-23793.08	8	10707.57	359.83	5	1493.08	-620.72	3	827.11	-221.83				1	594.72	74.48	33	512813.56	107251.23
238359757	LEBELAGE - High Protection Long Lasting Sun Cream SPF50+ PA+++ [30ml] N					559.00	336.07		2096.35	1022.55		-12327.82	-14762.45		17071.75	8888.81		70391.12	38176.39		66271.03	33655.11		24057.94	11820.59		8994.15	4240.04		6586.01	3083.16		2941.63	1594.78		3302.64	1828.88		916.79	397.09		805.90	408.48	3	2252.51	1076.24	39	5848.16	2395.10	431	70672.16	31377.59	754	153457.12	69497.23	241	80690.11	37011.45		229.37	104.25	1468	504815.92	232151.36
103441912	dm7dm12					111992.70	56715.16		11971.83	2720.88		1773.35	512.87		1281.59	454.43		942.42	112.42		-395.42	-395.42					-174.83	-174.83		1287.65	821.06		2735.89	1434.06		8950.99	5356.58		65964.36	25485.33		274422.98	-3757.49	5	17460.14	-26730.65	2	1722.81	-977.50	1	-354.24	-354.24	1	-78.40	-471.12	1	-1.57	-1.57		293.82	-90.75	10	499796.07	60659.22
271921107	GAMEstick641					262642.22	-89862.34		147180.02	-63888.69		1829.08	-1099.56		81869.53	-52591.00		3807.82	-3559.32		922.40	-549.85																																									498251.07	-211550.76
212752214	GRACE DAY - Bouquet Marine Mist					22934.37	22671.36		107160.11	97948.45		79480.88	72692.02		129154.92	118311.41		122022.97	111697.44		34355.95	31439.24		684.32	622.79		-107.00	-107.00								329.93	298.15								-0.15	-0.15								-0.05	-0.05								496016.25	455573.66
179611318	Petitfee Chamomile Lightening Hydrogel Eye Mask					10004.85	2763.99		43719.20	10265.41		88300.44	24443.97		118576.04	32129.29		-41.79	-41.79		2596.25	990.43		12107.52	4030.65		15633.24	4811.74		14476.66	3588.47		18582.92	5170.81		18434.52	4924.62		-29982.88	-52087.66		15909.17	4989.20	8	22196.22	7031.60	67	11875.69	-19008.26	99	40896.28	-14206.60	60	37604.21	7441.05	46	30401.21	5682.97	44	21126.11	3115.33	324	492415.86	36035.22
437776835	ROUND LAB PINE CALMING CICA AMPOULE_30ml																							23204.93	10964.70		3091.81	1082.13		13452.04	2366.15		84982.56	28721.68		4300.84	286.78		13502.19	671.06		54317.94	991.38	23	58136.57	-38648.03	79	62526.08	-26233.55	63	66498.79	11590.51	28	42464.68	10986.39	26	18914.38	4267.14	38	33828.10	2773.36	257	479220.91	9819.70
437845041	ROUND LAB VITA NIACINAMIDE DARK SPOT CREAM 50ml																							21267.90	8458.51		1536.70	385.92		15238.04	2550.14		87440.70	23833.06		4659.45	-1126.90		17513.24	-646.54		21456.03	-2501.84	31	26349.72	-12075.75	101	72491.11	-37640.87	109	69846.81	-36921.13	81	65637.70	-23102.27	64	66436.70	-5171.96	1	2823.16	568.48	387	472697.26	-83391.15
214312934	MISSHA -  M Perfect Cover BB Cream SPF42 PA+++ (Tone 25) [20ml]					26339.61	26038.53		97083.84	89049.30		109439.16	100539.05		163949.58	150930.29		66057.20	60900.04		1226.94	1135.73																																									464096.33	428592.94
179423815	Массажер подушка коричневая v1					247980.04	13698.62		133867.92	-8308.44		76193.23	-8004.35		909.83	-1832.62		-183.83	-183.83		578.84	-111.67					423.51	-262.74								432.30	-253.57																										460201.84	-5258.60
551616449	CELIMAX THE REAL NONI STARTER KIT (NEW) [30ml+10ml+10ml]																																			1304.49	510.94		41050.78	15706.22		92556.27	23529.34	92	119017.60	20724.78	132	160542.39	22137.25	15	17156.84	5907.18	6	5195.95	1962.21	8	8754.02	3117.94	4	4555.35	1360.49	257	450133.69	94956.35
214964091	JMSOLUTION - Mask Pack Disney					3093.29	968.28		5791.40	1103.44																																								103	42707.37	1973.09	232	124221.02	9032.05	261	145417.08	12404.58	130	93879.23	7516.89	726	415109.39	32998.33
212883090	JIGOTT - Aura Secret Hyaluronec Acid Toner [300ml]					348.28	122.13														453.20	198.85		16542.54	6253.83		28168.05	9262.24		24374.26	1509.06		19227.38	1334.20		38329.86	9463.71		37896.20	-7286.75		38744.86	10163.72	33	67211.34	16445.45	134	41117.53	4879.14	69	29321.46	9364.66	40	17204.20	8001.61	48	22249.25	10997.62	39	16815.96	5259.65	363	398004.37	85969.12
214312999	MISSHA - M Perfect Cover BB Cream SPF42 PA+++ (Tone 27) [20ml]					9575.38	9457.32		43219.69	39472.33		78536.04	72178.81		115905.61	106560.86		101980.94	93765.46		44779.97	41516.87		2814.65	2595.21								543.53	498.82																													397355.81	366045.68
248920315	SOME BY MI - AHA-BHA-PHA 30 Days Miracle Acne Clear Foam [100ml]					7000.62	6927.41		63897.77	58901.73		72341.08	66989.60		70227.66	65106.09		76065.53	70462.17		82206.57	76412.93		25611.45	23822.52																																						397350.68	368622.45
238359400	LEBELAGE - High Protection Extreme Sun Cream SPF50+ PA++ [30ml] N					-107.75	-107.75		2324.80	1253.77		-23238.50	-24848.67		18966.07	9927.08		50253.02	25718.47		46204.18	21487.20		10240.29	4762.93		5803.88	2580.13		2480.30	1210.13		3130.63	1631.67		2728.37	1473.38		514.51	363.67		-105.86	-701.08		310.76	158.19	8	745.18	158.34	167	18703.03	7576.67	679	112634.81	35772.39	792	143081.11	43187.76	8	2140.12	290.80	1654	396808.95	131895.08
551626041	CELIMAX DUAL BARRIER TRIAL KIT [20ml+10ml]																																						50246.70	20727.69		316122.40	93356.31		24436.45	6672.42	2	1435.10	332.60													2	392240.65	121089.02
180987509	Petitfee Pink Vita Brightening Eye Mask					20673.44	7888.45		87109.92	28365.92		89629.05	33260.00		6617.78	2311.10					3840.40	1377.83		11454.05	4023.86		10100.11	3247.94		8095.76	2471.92		3391.41	939.45		8712.01	2509.93		12129.05	-862.32		19234.79	413.60	8	16805.98	3817.08	19	19256.28	5045.85	23	22549.00	6916.44	17	15093.96	5059.81	27	24597.41	8289.49	12	11196.76	3709.08	106	390487.16	118785.43
214305705	DEOPROCE SHAMPOO - ARGAN SILKY MOISTURE [1000ml]					5998.29	1883.80																																10476.57	4782.51		38001.22	15617.49	13	78986.74	30689.68	146	78302.51	24922.15	180	113698.45	36987.84	69	56717.99	20387.21				4			412	382181.77	135270.68
199367159	Dr.Jart_Dermaclear_Micro_Foam					8855.41	3237.27		118577.61	36106.03		5656.48	1770.29		19533.46	6359.52		2196.46	652.54		1112.15	346.77					3723.48	1350.85		31853.51	9495.52		16876.51	4996.62		17869.88	5828.12		7754.75	1432.08		21582.17	4924.13	8	24156.70	-943.41	44	26567.44	-2723.23	56	41633.66	3776.96	17	20311.38	2429.87	4	3953.95	841.14		1077.15	306.69	129	373292.15	80187.76
190314011	СГ-Белая					301579.82	159220.09		33592.87	12158.16		1149.76	403.35		1334.13	599.76		690.18	325.42					662.27	304.77		1627.79	528.06					-234.51	-234.51		893.20	498.99					27830.81	6821.19	1	615.18	-1531.71	1	769.02	54.54													2	370510.52	179148.11
190160008	Elizavecca Milky Piggy EGF elastic retinol [100ml]					6459.69	1756.37		55272.15	9867.53		40986.77	8771.97		76819.52	12785.14		39787.01	6337.94		31801.34	5688.92		36454.19	5213.65		19258.61	1757.92		16184.19	-668.60		13439.26	-1079.70		8997.69	-461.12		3891.89	-3335.82		9689.22	-804.63	3	-2659.73	-7141.74	15	1679.01	-10333.59	12	564.28	-6190.10	3	4635.84	852.42	3	2389.54	162.03	3	852.03	-640.63	39	366502.50	22537.96
437238521	ROUND LAB MUGWORT CALMING TONER_300ml																							13234.35	6531.38		1492.65	556.14		23835.54	2154.17		83558.17	25226.97		16568.82	2728.42		42434.40	-3664.50		56704.86	-25683.19	3	111025.19	-1735.94	2	7495.03	194.25	1	1101.75	178.78		-7.74	-7.74							6	357443.02	6478.74
214305220	DEOPROCE - SYNAKE INTENSIVE WRINKLE CARE CREAM [100g]					15893.60	15729.27		240797.69	221909.84		86003.98	79427.01		3601.15	3323.54		-1.44	-1.44																																												346294.98	320388.22
170198876	Enough Collagen Foundation Cover Up Ultra X10 21 тон								554.30	134.29					3977.33	1047.95		-1.22	-1.22					-244.50	-244.50		4359.11	-797.73		-963.51	-62910.75		29947.14	-3475.73		8356.96	710.79		21293.56	-1459.02		29922.07	-1840.04	6	17451.78	1388.49	68	24571.60	3066.49	146	70332.20	13860.26	82	43105.16	9578.22	97	49418.68	11926.10	90	38446.84	9080.33	489	340527.50	-19936.07
199864239	Camera_4G_v1					23367.74	6742.31		-4220.25	-17919.56		36442.44	7129.18		38831.10	5211.62		46715.58	6349.85		24308.12	2017.15		22525.13	4469.73		29072.60	4202.24		15787.81	2164.17		43182.55	4911.13		9252.87	320.80		22957.44	735.93		14203.74	-1389.80		11022.26	-84.79	3	3554.00	-858.24	1	2036.08	-192.36										4	339039.21	23809.36
180709801	Koelf Royal Jelly					14038.22	13882.71		50952.47	46781.85		32991.40	30377.49		44697.59	41186.26		35825.80	32980.79		25088.47	23101.18		18209.03	16779.05		13315.85	12197.87		22209.54	20171.48		12511.93	11473.72		10206.29	9304.16		10826.06	9743.74		34954.27	31580.74		12869.07	11734.34		-1.07	-1.07					-0.17	-0.17								338694.75	311294.14
437248870	ROUND LAB MUGWORT CALMING SOOTHING GEL_150ml																							13968.96	6724.18		6658.60	2337.83		7650.56	2632.34		65455.34	21521.35		615.45	-1549.20		15652.91	-2550.46		13786.01	-13531.31	72	80459.67	-28577.73	130	126712.37	-4380.09	2	5222.42	1051.78	1	730.28	36.57		-0.16	-0.16				205	336912.41	-16284.90
188825489	Бахрома - 20м - желтого цвета					226796.69	16433.21		47372.24	-4783.74		14420.46	-543.79		44861.27	-3377.00		-69.08	-69.08		1547.32	-216.47																																									334928.90	7443.13
555135716	dm7dm11-50																																						78593.52	29802.41		242214.54	68655.92	2	11874.71	-9594.93	4	907.25	-2017.10	2	433.99	-163.23										8	334024.01	86683.07
179611284	Koelf Pearl & Shea Butter Hydrogel Eye Patch																				2673.92	2487.68		46188.20	42693.62		37092.24	34042.89		41036.98	37209.39		48232.31	44077.54		45814.42	41821.60		39788.37	35995.92		60019.80	53538.98		8330.77	7578.17		-1.83	-1.83		-0.18	-0.18		-0.57	-0.57								329174.43	299443.21
207479264	EKEL Ampoule Cream Collagen [50ml]								488.45	169.58														8562.27	3641.77		5394.43	2063.88		3190.07	-1464.19		8643.88	2137.32		3045.78	731.73		7536.98	1214.12		29983.74	1597.65	42	33708.47	-17390.12	289	55965.92	-32429.37	139	64680.39	12454.94	94	42737.87	14692.91	116	48400.83	17336.35	1	13950.27	5030.38	681	326289.35	9786.95
437850261	ROUND LAB SOYBEAN CLEANSING OIL_200ml																							8595.43	3835.22		2715.50	851.29		27634.49	4100.33		100333.11	22229.40		29178.79	1902.46		31469.00	-8630.07		-13334.92	-51633.94	6	47203.30	2555.08	28	26040.98	3944.23	24	21071.55	4480.24	18	18303.29	4393.86	19	18167.54	4282.78	6	6576.01	1081.11	101	323954.07	-6608.01
190314349	СГ-Красная					26598.17	13537.16		4195.14	1587.25		257.47	-173.24		2944.94	1249.76		722.81	-123.88		1415.54	578.57														9130.41	1247.54		55231.75	-6285.99		198938.56	4617.23		19718.87	-1304.79	3	1506.02	287.90	3	537.33	-297.92	2	263.01	-149.54	1	-0.88	-0.88		521.32	113.26	9	321980.46	14882.43
151132052	ENOUGH COLLAGEN 3IN1 21					6529.56	2773.05		-859.57	-17668.46		29189.72	10980.59		33674.91	11379.61		22152.71	7635.98		14731.14	5756.82		19959.67	8445.71		39346.51	13357.28		13068.57	-31010.86		26131.15	529.27		15194.38	3564.61		14637.97	4188.79		16492.40	3630.31	4	7963.53	2027.42	21	8948.85	2039.39	28	11308.92	2756.70	31	10595.25	2668.12	43	20750.57	7304.44	30	10869.56	3349.82	157	320685.80	43708.59
551540924	CELIMAX PORE+DARK SPOT BRIGHTENING PAD [100ml / 40pads]																																						53031.03	27307.34		5665.08	2429.90	33	37240.04	13580.93	202	98261.58	2500.06	291	173833.23	-1997.02	63	-8153.03	-50684.76	7	-2149.89	-5382.16	20	-48042.57	-56395.15	616	309685.47	-68640.86
179611304	Petitfee Cacao Energizing Hydrogel Eye Patch					12223.44	4482.41		38356.23	11499.87		3224.66	1062.78											25120.78	7414.00		18172.92	4725.30		19373.29	3722.52		23274.76	5748.77		20347.49	5239.92		32776.47	4934.79		35996.16	9276.19	2	24431.46	6561.55		3499.75	822.19	8	4463.91	1189.47	13	10237.64	3088.21	30	20282.88	6582.85	17	12716.10	3968.03	70	304497.94	80318.85
238360924	FARMSTAY - Aloevera Perfect Sun Cream [70g] N					598.88	591.67		2570.29	2345.09		-9461.59	-9783.16		42155.11	38492.83		86738.76	79276.93		76836.29	70440.63		62519.00	57153.39		11478.32	10196.15		5014.69	4461.34		2687.74	2453.57		4863.39	4419.65		4568.41	4167.66		569.64	521.49																				291138.93	264737.24
238413828	ENOUGH collagen moisture BB Cream SPF47 PA+++ N					1056.71	295.83		6269.43	1742.12		2586.26	878.30		16121.29	4567.61		13150.65	3293.79		30925.38	8202.70		25887.08	7072.72		5035.48	1079.53		15389.45	3450.28		16588.27	2618.90		16572.23	-525.05		9780.81	401.33		14170.16	-800.78	3	14505.71	-471.73	37	7152.93	-2181.69	62	16385.13	3021.44	109	27171.72	914.32	105	29773.07	658.72	56	20708.90	2265.68	372	289230.66	36484.02
214313051	MISSHA - Super Aqua Ultra Hyalron Peeling Gel [100ml]					23055.36	22810.19		192284.74	176982.76		58650.56	54065.96		8680.42	8035.56																																															282671.08	261894.47
214304883	DEOPROCE - SNAIL RECOVERY CREAM [100g]								834.46	114.95		845.79	127.85																										1248.23	498.59		56100.96	21283.48	9	70568.53	25288.27	32	41466.53	14375.04	23	29298.98	11211.82	35	39699.88	16260.28	18	25439.83	10382.84	14	13729.97	5497.56	131	279233.16	105040.68
210579932	LEBELAGE - Dr. Snail Derma Eye Cream [40ml]					19015.32	7354.30		12220.85	3532.75								302.39	112.63		1193.43	596.87		22897.46	10334.89		12600.03	5148.95		17702.27	5399.96		13972.46	4809.67		10146.06	3768.85		19877.46	5847.07		35962.57	10942.77	13	19449.90	7192.00	94	25406.74	7844.23	77	23739.34	7247.64	60	16965.39	5691.72	55	13367.29	4661.70	2	4406.37	1531.82	301	269225.33	92017.82
248928046	SOME BY MI - AHA-BHA-PHA 30 Days Miracle Cleansing Bar [106g]					2318.54	465.44		-24156.95	-30207.63		108001.59	20061.09		60272.84	5699.12		13775.90	1145.80		22087.20	1553.89		16928.41	1013.05		13931.20	-74.65		11436.66	93.27		13105.45	-206.81		7197.57	-137.73		6875.00	-392.11		-3212.56	-5987.77		3570.26	829.81	3	2854.39	778.38		-181.30	-181.30	1	-191.58	-191.58	4	656.81	-37.84	6	4279.94	837.00	14	259549.37	-4940.57
207796350	ELIZAVECCA - CER-100  [100ml]					31352.95	12267.40		49486.98	16013.81		524.16	179.39								558.60	214.65		38466.19	13268.52		56805.63	16538.58		23059.50	-1563.02		13233.65	2951.35		5685.15	1554.24		6878.70	2068.12		6770.07	2220.67	5	4653.23	1167.75	20	-10869.49	-17775.25	47	10147.02	-2734.71	17	4721.65	-1937.43	23	2561.19	-3024.32	34	14988.20	2813.89	146	259023.38	44223.64
207476777	FARMSTAY - Collagen Pure Cleansing Foam [180ml]																							13069.96	4187.37		37324.61	10313.76		30049.29	4284.86		12974.13	1948.04		11172.59	2679.63		13169.81	2671.30		8579.51	1575.97	23	14134.84	-3578.29	149	33604.46	-3638.13	83	32491.11	10499.94	53	21508.31	7284.32	43	15971.46	5360.58	33	12326.17	4100.06	384	256376.25	47689.41
59758722	NAUSHNIK/DETY/BLUE/					82090.23	8873.26		110121.68	1709.22		53047.63	4367.61		4403.67	111.99		468.19	40.95																																												250131.40	15103.03
868700077	MANYO BIFIDA INFUSION SHOT AMPOULE 1DX [50ml]																																																	1	6339.01	4872.54	53	83966.90	38243.22	54	104086.56	47517.56	36	53244.45	22774.71	144	247636.92	113408.03
238360127	LEBELAGE - High Protection Daily No Sebum Sun Cream SPF50+ PA++ [30ml] N					554.35	547.04		4985.99	4552.64		-4889.62	-5445.81		42132.52	38339.85		127102.02	115714.73		38850.22	34802.29		23622.68	20974.61		7222.67	6363.23		4294.52	3814.59		2580.71	2327.63		619.89	573.39																										247075.95	222564.19
868575374	MANYO BIFIDA COMPLEX AMPOULE GEL CLEANSER [400ml]																																																		-225.62	-225.62	15	7795.72	-677.94	115	140768.62	56062.49	75	96039.80	35038.49	205	244378.52	90197.42
236822518	JMSOLUTION - Marine Luminous Black Pearl Balancing Mask [1/2/3]*[10ea]					10822.82	10706.53		13408.69	12291.23		25718.20	23720.07		46849.08	43251.77		24741.85	22758.52		30526.39	28310.69		15950.92	14694.17		7647.19	6923.53		10052.73	9140.36		11366.10	10428.53		7205.58	6607.67		12381.11	11303.05		16132.86	13432.30		1162.56	1050.86		-21.37	-21.37		-0.45	-0.45											233944.26	214597.46
247275092	THE ORDINARY - Glycolic Acid 7% Toning Solution[KOR] [240ml]					11494.18	4135.79		21083.13	-255.08		63751.30	22905.16		66960.85	21329.69		8925.96	2815.34								5466.45	1274.17		-5320.21	-11589.49		-912.39	-4059.96		10369.68	2066.40		4974.38	-182.53		1559.49	-2620.30		10895.89	2599.93	4	2113.89	-963.55	10	12673.05	2392.58	7	7611.28	1386.04	9	5329.97	146.97	3	2110.97	72.18	33	229087.87	41453.34
212719009	DR. JART - Cicapair Tiger Grass Color Correcting Treatment [50ml]								2350.68	666.25																	18143.21	6180.96		41477.40	7068.57		27137.92	-2017.84		52325.70	12616.83		18596.60	-3444.30		-4662.78	-13215.12		-8542.16	-22103.61	14	12604.13	-6009.36	13	12030.88	-6666.49	10	14499.26	-2572.97	18	27255.12	1627.63	18	15486.21	-1615.41	73	228702.17	-29484.86
307071318	Elizavecca Milky Piggy Carbonated Bubble Clay Mask N								18974.76	5184.56		11164.95	3654.89		32218.53	9275.00		26879.35	7426.76		21587.93	6708.75		13409.50	4203.54		6439.00	1808.10		10998.35	2837.86		11313.25	2689.32		4922.71	899.62		5222.27	607.29		8345.13	1429.06	11	6855.57	588.88	52	27184.61	1129.07	11	12902.22	-125.10										74	218418.13	48317.60
59758723	NAUSHNIK/DETY/MENTOL/					28402.53	6709.93		44127.36	7372.80		49465.55	6667.73		65491.67	6857.82		20118.35	1161.55		8767.37	-623.81		-13731.92	-15012.14		1360.48	-368.81		4312.53	-1620.74		3442.41	-1245.03		5810.91	-11011.31		567.00	-1067.56													1	172.65	-233.65							1	218306.89	-2413.22
183030830	HairSet/350/8*2					14391.97	3301.04		-70257.75	-78338.68		8444.62	1974.09		81550.95	18537.31		25934.43	5001.41		19886.12	3858.32		16106.22	2461.68		11157.53	1479.43		8831.53	755.91		11115.20	1484.73		20998.68	947.68		8180.69	176.55		-2913.96	-15776.07	4	5562.55	-831.57	27	11782.64	-4118.51	48	24467.71	-17008.42	11	4122.70	-3079.27	13	11780.67	-1050.33	6	4136.74	109.95	109	215279.24	-80114.75
103442522	dm7dm13					300801.63	151906.16		39410.92	7953.26		-336865.24	-338580.44		862.80	181.06		1580.99	221.99		1939.67	243.31		-183.15	-183.15		-183.15	-183.15					2293.34	1532.57		3684.57	2198.47		11545.70	5047.99		142258.31	-20300.15		45186.36	-41328.95	4	659.24	-1271.90	4	1408.46	-556.99	1	-310.95	-312.00	1	224.31	-101.23				10	214313.81	-233533.15
333259566	JMSOLUTION - Mask Pack Black [8pcs]														26002.44	6206.94		30983.76	7177.45		23238.50	3569.88		18194.31	2513.40		15194.62	2382.07		4621.28	564.42		755.59	21.00		3796.32	529.07		8754.29	390.46		27282.44	1328.90	12	27440.56	-211.77	25	14177.29	-582.05	1				352.76	-11.88							38	200794.16	23877.89
248930250	SOME BY MI - Super Matcha Pore Clean Clay Mask [100g]					21980.50	21751.23		73895.23	68125.96		70934.16	65697.52		31521.37	29151.80		2306.25	2143.11																																			-0.04	-0.04								200637.47	186869.58
165002270	ENOUGH collagen moisture BB Cream SPF47 PA+++ BB					4677.34	2353.30		4208.19	1753.88		3869.09	1851.79		17128.29	7771.55		14076.73	6298.11		31837.17	14735.75		27985.20	12590.62		3863.35	1613.57		8679.66	3690.52		14196.97	5805.68		9907.76	2094.04		7742.59	2502.39		5468.43	1094.24	3	5129.49	1179.53	44	9852.34	1834.40	73	15771.74	3236.62	61	19155.89	5293.60	44	-6246.08	-16572.24				225	197304.15	59127.35
212717820	JMSOLUTION - Prime Gold Eye Patch [60ea]					6404.98	6336.94		34563.54	31830.16		33158.40	30625.91		20067.65	18557.97		-2.50	-2.50					8182.48	7564.24		6813.23	6231.10		7720.24	6896.39		4863.77	4459.13		3159.91	2872.43		6001.97	5454.23		23880.77	21747.46	8	11921.48	10578.00	35	19917.94	17585.08	5	10020.51	9128.62		-1.04	-1.04							48	196673.33	179864.12
276234188	JMSOLUTION - Mask Pack Black [7pcs]					11659.69	5138.67		32616.71	12344.87		62352.56	26259.46		86932.11	35331.55		1022.19	411.73																																												194583.26	79486.28
195373789	Массажер 6в1					45014.42	10929.04		145679.44	21085.24		2374.29	-504.80																																																		193068.15	31509.48
