Уровень 1	Уровень 2	Уровень 3	Уровень 4	Уровень 5	Путь	Конечная категория	FBY %	FBS %	Express %	DBS %	FBS минус FBY, п.п.
Товары для красоты	Косметика, парфюмерия и уход	Уход за телом	Вкладыши для одежды		Товары для красоты > Косметика, парфюмерия и уход > Уход за телом > Вкладыши для одежды	да	41.0	48.0	41.0	48.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за телом	Дезодоранты		Товары для красоты > Косметика, парфюмерия и уход > Уход за телом > Дезодоранты	да	40.0	47.0	40.0	47.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за телом	Депиляция и эпиляция		Товары для красоты > Косметика, парфюмерия и уход > Уход за телом > Депиляция и эпиляция	нет	45.0	52.0	45.0	52.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за телом	Депиляция и эпиляция	Бритвы и лезвия	Товары для красоты > Косметика, парфюмерия и уход > Уход за телом > Депиляция и эпиляция > Бритвы и лезвия	да	45.0	52.0	45.0	52.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за телом	Депиляция и эпиляция	Восковая эпиляция	Товары для красоты > Косметика, парфюмерия и уход > Уход за телом > Депиляция и эпиляция > Восковая эпиляция	нет	41.0	48.0	41.0	48.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за телом	Депиляция и эпиляция	Восковая эпиляция	Товары для красоты > Косметика, парфюмерия и уход > Уход за телом > Депиляция и эпиляция > Восковая эпиляция > Бумага для депиляции	да	39.0	46.0	39.0	46.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за телом	Депиляция и эпиляция	Восковая эпиляция	Товары для красоты > Косметика, парфюмерия и уход > Уход за телом > Депиляция и эпиляция > Восковая эпиляция > Воск для депиляции	да	41.0	48.0	41.0	48.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за телом	Депиляция и эпиляция	Восковая эпиляция	Товары для красоты > Косметика, парфюмерия и уход > Уход за телом > Депиляция и эпиляция > Восковая эпиляция > Восковые полоски	да	41.0	48.0	41.0	48.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за телом	Депиляция и эпиляция	Восковая эпиляция	Товары для красоты > Косметика, парфюмерия и уход > Уход за телом > Депиляция и эпиляция > Восковая эпиляция > Наборы для восковой депиляции	да	40.0	47.0	40.0	47.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за телом	Депиляция и эпиляция	Восковая эпиляция	Товары для красоты > Косметика, парфюмерия и уход > Уход за телом > Депиляция и эпиляция > Восковая эпиляция > Полоски нетканые для депиляции	да	41.0	48.0	41.0	48.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за телом	Депиляция и эпиляция	Восковая эпиляция	Товары для красоты > Косметика, парфюмерия и уход > Уход за телом > Депиляция и эпиляция > Восковая эпиляция > Сменные головки для воскового картриджа	да	41.0	48.0	41.0	48.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за телом	Депиляция и эпиляция	Восковая эпиляция	Товары для красоты > Косметика, парфюмерия и уход > Уход за телом > Депиляция и эпиляция > Восковая эпиляция > Шпатели косметические	да	40.0	47.0	40.0	47.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за телом	Депиляция и эпиляция	Воскоплавы и парафиновые ванны	Товары для красоты > Косметика, парфюмерия и уход > Уход за телом > Депиляция и эпиляция > Воскоплавы и парафиновые ванны	нет	41.0	48.0	41.0	48.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за телом	Депиляция и эпиляция	Воскоплавы и парафиновые ванны	Товары для красоты > Косметика, парфюмерия и уход > Уход за телом > Депиляция и эпиляция > Воскоплавы и парафиновые ванны > Воскоплавы	да	41.0	48.0	41.0	48.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за телом	Депиляция и эпиляция	Воскоплавы и парафиновые ванны	Товары для красоты > Косметика, парфюмерия и уход > Уход за телом > Депиляция и эпиляция > Воскоплавы и парафиновые ванны > Комплектующие для воскоплава	да	40.0	47.0	40.0	47.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за телом	Депиляция и эпиляция	Воскоплавы и парафиновые ванны	Товары для красоты > Косметика, парфюмерия и уход > Уход за телом > Депиляция и эпиляция > Воскоплавы и парафиновые ванны > Нагреватели сахарной пасты	да	39.0	46.0	39.0	46.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за телом	Депиляция и эпиляция	Воскоплавы и парафиновые ванны	Товары для красоты > Косметика, парфюмерия и уход > Уход за телом > Депиляция и эпиляция > Воскоплавы и парафиновые ванны > Парафиновые ванны	да	39.0	46.0	39.0	46.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за телом	Депиляция и эпиляция	Воскоплавы и парафиновые ванны	Товары для красоты > Косметика, парфюмерия и уход > Уход за телом > Депиляция и эпиляция > Воскоплавы и парафиновые ванны > Средства для очистки воска	да	40.0	47.0	40.0	47.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за телом	Депиляция и эпиляция	Средства для депиляции	Товары для красоты > Косметика, парфюмерия и уход > Уход за телом > Депиляция и эпиляция > Средства для депиляции	нет	41.0	48.0	41.0	48.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за телом	Депиляция и эпиляция	Средства для депиляции	Товары для красоты > Косметика, парфюмерия и уход > Уход за телом > Депиляция и эпиляция > Средства для депиляции > Наборы для депиляции	да	40.0	47.0	40.0	47.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за телом	Депиляция и эпиляция	Средства для депиляции	Товары для красоты > Косметика, парфюмерия и уход > Уход за телом > Депиляция и эпиляция > Средства для депиляции > Пилки-депиляторы	да	44.0	51.0	44.0	51.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за телом	Депиляция и эпиляция	Средства для депиляции	Товары для красоты > Косметика, парфюмерия и уход > Уход за телом > Депиляция и эпиляция > Средства для депиляции > Средства для депиляции	да	41.0	48.0	41.0	48.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за телом	Депиляция и эпиляция	Средства до и после депиляции	Товары для красоты > Косметика, парфюмерия и уход > Уход за телом > Депиляция и эпиляция > Средства до и после депиляции	нет	41.0	48.0	41.0	48.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за телом	Депиляция и эпиляция	Средства до и после депиляции	Товары для красоты > Косметика, парфюмерия и уход > Уход за телом > Депиляция и эпиляция > Средства до и после депиляции > Средства до депиляции	да	41.0	48.0	41.0	48.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за телом	Депиляция и эпиляция	Средства до и после депиляции	Товары для красоты > Косметика, парфюмерия и уход > Уход за телом > Депиляция и эпиляция > Средства до и после депиляции > Средства после депиляции	да	41.0	48.0	41.0	48.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за телом	Депиляция и эпиляция	Средства до и после депиляции	Товары для красоты > Косметика, парфюмерия и уход > Уход за телом > Депиляция и эпиляция > Средства до и после депиляции > Средства против вросших волос	да	40.0	47.0	40.0	47.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за телом	Депиляция и эпиляция	Шугаринг	Товары для красоты > Косметика, парфюмерия и уход > Уход за телом > Депиляция и эпиляция > Шугаринг	нет	41.0	48.0	41.0	48.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за телом	Депиляция и эпиляция	Шугаринг	Товары для красоты > Косметика, парфюмерия и уход > Уход за телом > Депиляция и эпиляция > Шугаринг > Наборы для шугаринга	да	41.0	48.0	41.0	48.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за телом	Депиляция и эпиляция	Шугаринг	Товары для красоты > Косметика, парфюмерия и уход > Уход за телом > Депиляция и эпиляция > Шугаринг > Паста для шугаринга	да	41.0	48.0	41.0	48.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за телом	Депиляция и эпиляция	Шугаринг	Товары для красоты > Косметика, парфюмерия и уход > Уход за телом > Депиляция и эпиляция > Шугаринг > Регуляторы плотности пасты для шугаринга	да	39.0	46.0	39.0	46.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за телом	Для душа		Товары для красоты > Косметика, парфюмерия и уход > Уход за телом > Для душа	да	41.0	48.0	41.0	48.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за телом	Загар и защита от солнца		Товары для красоты > Косметика, парфюмерия и уход > Уход за телом > Загар и защита от солнца	нет	40.0	47.0	40.0	47.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за телом	Загар и защита от солнца	Автозагар и средства для солярия	Товары для красоты > Косметика, парфюмерия и уход > Уход за телом > Загар и защита от солнца > Автозагар и средства для солярия	нет	40.0	47.0	40.0	47.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за телом	Загар и защита от солнца	Автозагар и средства для солярия	Товары для красоты > Косметика, парфюмерия и уход > Уход за телом > Загар и защита от солнца > Автозагар и средства для солярия > Аксессуары для солярия	да	40.0	47.0	40.0	47.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за телом	Загар и защита от солнца	Автозагар и средства для солярия	Товары для красоты > Косметика, парфюмерия и уход > Уход за телом > Загар и защита от солнца > Автозагар и средства для солярия > Средства для автозагара	да	38.5	45.5	38.5	45.5	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за телом	Загар и защита от солнца	После загара	Товары для красоты > Косметика, парфюмерия и уход > Уход за телом > Загар и защита от солнца > После загара	да	40.0	47.0	40.0	47.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за телом	Загар и защита от солнца	Средства для загара и защиты от солнца	Товары для красоты > Косметика, парфюмерия и уход > Уход за телом > Загар и защита от солнца > Средства для загара и защиты от солнца	нет	40.0	47.0	40.0	47.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за телом	Загар и защита от солнца	Средства для загара и защиты от солнца	Товары для красоты > Косметика, парфюмерия и уход > Уход за телом > Загар и защита от солнца > Средства для загара и защиты от солнца > Активаторы загара	да	40.0	47.0	40.0	47.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за телом	Загар и защита от солнца	Средства для загара и защиты от солнца	Товары для красоты > Косметика, парфюмерия и уход > Уход за телом > Загар и защита от солнца > Средства для загара и защиты от солнца > Солнцезащитные средства для тела	да	40.0	47.0	40.0	47.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за телом	Кремы и масла		Товары для красоты > Косметика, парфюмерия и уход > Уход за телом > Кремы и масла	да	41.0	48.0	41.0	48.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за телом	Мочалки и щетки		Товары для красоты > Косметика, парфюмерия и уход > Уход за телом > Мочалки и щетки	нет	41.0	48.0	41.0	48.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за телом	Мочалки и щетки	Мочалки	Товары для красоты > Косметика, парфюмерия и уход > Уход за телом > Мочалки и щетки > Мочалки	да	41.0	48.0	41.0	48.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за телом	Мочалки и щетки	Щетки для тела	Товары для красоты > Косметика, парфюмерия и уход > Уход за телом > Мочалки и щетки > Щетки для тела	да	41.0	48.0	41.0	48.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за телом	Мыло		Товары для красоты > Косметика, парфюмерия и уход > Уход за телом > Мыло	нет	41.0	48.0	41.0	48.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за телом	Мыло	Мыло металлическое	Товары для красоты > Косметика, парфюмерия и уход > Уход за телом > Мыло > Мыло металлическое	да	40.0	47.0	40.0	47.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за телом	Мыло	Мыло туалетное жидкое	Товары для красоты > Косметика, парфюмерия и уход > Уход за телом > Мыло > Мыло туалетное жидкое	да	41.0	48.0	41.0	48.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за телом	Мыло	Мыло туалетное листовое	Товары для красоты > Косметика, парфюмерия и уход > Уход за телом > Мыло > Мыло туалетное листовое	да	40.0	47.0	40.0	47.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за телом	Мыло	Мыло туалетное мягкое	Товары для красоты > Косметика, парфюмерия и уход > Уход за телом > Мыло > Мыло туалетное мягкое	да	40.0	47.0	40.0	47.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за телом	Мыло	Мыло туалетное твердое	Товары для красоты > Косметика, парфюмерия и уход > Уход за телом > Мыло > Мыло туалетное твердое	да	40.0	47.0	40.0	47.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за телом	Пена, соль, масло		Товары для красоты > Косметика, парфюмерия и уход > Уход за телом > Пена, соль, масло	да	41.0	48.0	41.0	48.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за телом	Скрабы и пилинги		Товары для красоты > Косметика, парфюмерия и уход > Уход за телом > Скрабы и пилинги	нет	41.0	48.0	41.0	48.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за телом	Скрабы и пилинги	Гоммаж для тела	Товары для красоты > Косметика, парфюмерия и уход > Уход за телом > Скрабы и пилинги > Гоммаж для тела	да	40.0	47.0	40.0	47.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за телом	Скрабы и пилинги	Пилинги для тела	Товары для красоты > Косметика, парфюмерия и уход > Уход за телом > Скрабы и пилинги > Пилинги для тела	да	40.0	47.0	40.0	47.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за телом	Скрабы и пилинги	Скрабы для тела	Товары для красоты > Косметика, парфюмерия и уход > Уход за телом > Скрабы и пилинги > Скрабы для тела	да	41.0	48.0	41.0	48.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за телом	Уход за ногами		Товары для красоты > Косметика, парфюмерия и уход > Уход за телом > Уход за ногами	да	41.0	48.0	41.0	48.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за телом	Уход за руками		Товары для красоты > Косметика, парфюмерия и уход > Уход за телом > Уход за руками	да	40.0	47.0	40.0	47.0	7.0
Товары для красоты	Средства и предметы гигиены				Товары для красоты > Средства и предметы гигиены	нет	55.0	62.0	55.0	62.0	7.0
Товары для красоты	Средства и предметы гигиены	Бумажные салфетки			Товары для красоты > Средства и предметы гигиены > Бумажные салфетки	да	55.0	62.0	55.0	62.0	7.0
Товары для красоты	Средства и предметы гигиены	Ватные палочки и диски			Товары для красоты > Средства и предметы гигиены > Ватные палочки и диски	нет	55.0	62.0	55.0	62.0	7.0
Товары для красоты	Средства и предметы гигиены	Ватные палочки и диски	Ватные диски		Товары для красоты > Средства и предметы гигиены > Ватные палочки и диски > Ватные диски	да	55.0	62.0	55.0	62.0	7.0
Товары для красоты	Средства и предметы гигиены	Ватные палочки и диски	Ватные палочки		Товары для красоты > Средства и предметы гигиены > Ватные палочки и диски > Ватные палочки	да	55.0	62.0	55.0	62.0	7.0
Товары для красоты	Средства и предметы гигиены	Ватные палочки и диски	Инструменты для чистки ушей и носа		Товары для красоты > Средства и предметы гигиены > Ватные палочки и диски > Инструменты для чистки ушей и носа	да	51.0	58.0	51.0	58.0	7.0
Товары для красоты	Средства и предметы гигиены	Влажные салфетки			Товары для красоты > Средства и предметы гигиены > Влажные салфетки	да	52.0	59.0	52.0	59.0	7.0
Товары для красоты	Средства и предметы гигиены	Зубная паста			Товары для красоты > Средства и предметы гигиены > Зубная паста	нет	45.0	52.0	45.0	52.0	7.0
Товары для красоты	Средства и предметы гигиены	Зубная паста	Зубные пасты		Товары для красоты > Средства и предметы гигиены > Зубная паста > Зубные пасты	да	45.0	52.0	45.0	52.0	7.0
Товары для красоты	Средства и предметы гигиены	Зубная паста	Зубные порошки		Товары для красоты > Средства и предметы гигиены > Зубная паста > Зубные порошки	да	45.0	52.0	45.0	52.0	7.0
Товары для красоты	Средства и предметы гигиены	Зубная паста	Наборы для чистки зубов		Товары для красоты > Средства и предметы гигиены > Зубная паста > Наборы для чистки зубов	да	45.0	52.0	45.0	52.0	7.0
Товары для красоты	Средства и предметы гигиены	Зубные щетки			Товары для красоты > Средства и предметы гигиены > Зубные щетки	нет	45.0	52.0	45.0	52.0	7.0
Товары для красоты	Средства и предметы гигиены	Зубные щетки	Зубные ершики		Товары для красоты > Средства и предметы гигиены > Зубные щетки > Зубные ершики	да	45.0	52.0	45.0	52.0	7.0
Товары для красоты	Средства и предметы гигиены	Зубные щетки	Зубные щетки		Товары для красоты > Средства и предметы гигиены > Зубные щетки > Зубные щетки	да	45.0	52.0	45.0	52.0	7.0
Товары для красоты	Средства и предметы гигиены	Зубные щетки	Монопучковые щетки		Товары для красоты > Средства и предметы гигиены > Зубные щетки > Монопучковые щетки	да	45.0	52.0	45.0	52.0	7.0
Товары для красоты	Средства и предметы гигиены	Зубные щетки	Песочные часы для чистки зубов		Товары для красоты > Средства и предметы гигиены > Зубные щетки > Песочные часы для чистки зубов	да	46.0	53.0	46.0	53.0	7.0
Товары для красоты	Средства и предметы гигиены	Зубные щетки	Скребки для языка		Товары для красоты > Средства и предметы гигиены > Зубные щетки > Скребки для языка	да	45.0	52.0	45.0	52.0	7.0
Товары для красоты	Средства и предметы гигиены	Зубные щетки	Футляры для зубной щетки		Товары для красоты > Средства и предметы гигиены > Зубные щетки > Футляры для зубной щетки	да	45.0	52.0	45.0	52.0	7.0
Товары для красоты	Средства и предметы гигиены	Интимные смазки			Товары для красоты > Средства и предметы гигиены > Интимные смазки	нет	40.0	47.0	40.0	47.0	7.0
Товары для красоты	Средства и предметы гигиены	Интимные смазки	Интимные смазки		Товары для красоты > Средства и предметы гигиены > Интимные смазки > Интимные смазки	да	40.0	47.0	40.0	47.0	7.0
Товары для красоты	Средства и предметы гигиены	Интимные смазки	Шприцы для интимной смазки		Товары для красоты > Средства и предметы гигиены > Интимные смазки > Шприцы для интимной смазки	да	39.0	46.0	39.0	46.0	7.0
Товары для красоты	Средства и предметы гигиены	Полоскание и уход за полостью рта			Товары для красоты > Средства и предметы гигиены > Полоскание и уход за полостью рта	нет	47.0	54.0	47.0	54.0	7.0
Товары для красоты	Средства и предметы гигиены	Полоскание и уход за полостью рта	Влажные салфетки для зубов		Товары для красоты > Средства и предметы гигиены > Полоскание и уход за полостью рта > Влажные салфетки для зубов	да	45.0	52.0	45.0	52.0	7.0
Товары для красоты	Средства и предметы гигиены	Полоскание и уход за полостью рта	Гели для полости рта		Товары для красоты > Средства и предметы гигиены > Полоскание и уход за полостью рта > Гели для полости рта	да	45.0	52.0	45.0	52.0	7.0
Товары для красоты	Средства и предметы гигиены	Полоскание и уход за полостью рта	Зубные нити		Товары для красоты > Средства и предметы гигиены > Полоскание и уход за полостью рта > Зубные нити	да	45.0	52.0	45.0	52.0	7.0
Товары для красоты	Средства и предметы гигиены	Полоскание и уход за полостью рта	Зубочистки		Товары для красоты > Средства и предметы гигиены > Полоскание и уход за полостью рта > Зубочистки	да	45.0	52.0	45.0	52.0	7.0
Товары для красоты	Средства и предметы гигиены	Полоскание и уход за полостью рта	Контейнеры для зубных протезов		Товары для красоты > Средства и предметы гигиены > Полоскание и уход за полостью рта > Контейнеры для зубных протезов	да	36.0	43.0	36.0	43.0	7.0
Товары для красоты	Средства и предметы гигиены	Полоскание и уход за полостью рта	Наборы по уходу за брекет-системами		Товары для красоты > Средства и предметы гигиены > Полоскание и уход за полостью рта > Наборы по уходу за брекет-системами	да	45.0	52.0	45.0	52.0	7.0
Товары для красоты	Средства и предметы гигиены	Полоскание и уход за полостью рта	Ополаскиватели для полости рта		Товары для красоты > Средства и предметы гигиены > Полоскание и уход за полостью рта > Ополаскиватели для полости рта	да	45.0	52.0	45.0	52.0	7.0
Товары для красоты	Средства и предметы гигиены	Полоскание и уход за полостью рта	Растворы для ирригатора		Товары для красоты > Средства и предметы гигиены > Полоскание и уход за полостью рта > Растворы для ирригатора	да	36.0	43.0	36.0	43.0	7.0
Товары для красоты	Средства и предметы гигиены	Полоскание и уход за полостью рта	Спреи для полости рта		Товары для красоты > Средства и предметы гигиены > Полоскание и уход за полостью рта > Спреи для полости рта	да	44.0	51.0	44.0	51.0	7.0
Товары для красоты	Средства и предметы гигиены	Полоскание и уход за полостью рта	Средства для индикации зубного налета		Товары для красоты > Средства и предметы гигиены > Полоскание и уход за полостью рта > Средства для индикации зубного налета	да	36.0	43.0	36.0	43.0	7.0
Товары для красоты	Средства и предметы гигиены	Полоскание и уход за полостью рта	Средства для отбеливания зубов		Товары для красоты > Средства и предметы гигиены > Полоскание и уход за полостью рта > Средства для отбеливания зубов	нет	36.0	43.0	36.0	43.0	7.0
Товары для красоты	Средства и предметы гигиены	Полоскание и уход за полостью рта	Средства для отбеливания зубов	Наборы для отбеливания зубов	Товары для красоты > Средства и предметы гигиены > Полоскание и уход за полостью рта > Средства для отбеливания зубов > Наборы для отбеливания зубов	да	45.0	52.0	45.0	52.0	7.0
Товары для красоты	Средства и предметы гигиены	Полоскание и уход за полостью рта	Средства для отбеливания зубов	Системы отбеливания зубов	Товары для красоты > Средства и предметы гигиены > Полоскание и уход за полостью рта > Средства для отбеливания зубов > Системы отбеливания зубов	да	38.5	45.5	38.5	45.5	7.0
Товары для красоты	Средства и предметы гигиены	Полоскание и уход за полостью рта	Средства для отбеливания зубов	Средства для зубов отбеливающие	Товары для красоты > Средства и предметы гигиены > Полоскание и уход за полостью рта > Средства для отбеливания зубов > Средства для зубов отбеливающие	да	36.0	43.0	36.0	43.0	7.0
Товары для красоты	Средства и предметы гигиены	Полоскание и уход за полостью рта	Средства для фиксации протезов		Товары для красоты > Средства и предметы гигиены > Полоскание и уход за полостью рта > Средства для фиксации протезов	да	36.0	43.0	36.0	43.0	7.0
Товары для красоты	Средства и предметы гигиены	Полоскание и уход за полостью рта	Средства для чистки протезов		Товары для красоты > Средства и предметы гигиены > Полоскание и уход за полостью рта > Средства для чистки протезов	да	47.0	54.0	47.0	54.0	7.0
Товары для красоты	Средства и предметы гигиены	Презервативы			Товары для красоты > Средства и предметы гигиены > Презервативы	нет	40.0	47.0	40.0	47.0	7.0
Товары для красоты	Средства и предметы гигиены	Презервативы	Презервативы		Товары для красоты > Средства и предметы гигиены > Презервативы > Презервативы	да	40.0	47.0	40.0	47.0	7.0
Товары для красоты	Средства и предметы гигиены	Презервативы	Чехлы для презервативов		Товары для красоты > Средства и предметы гигиены > Презервативы > Чехлы для презервативов	да	53.5	60.5	53.5	60.5	7.0
Товары для красоты	Средства и предметы гигиены	Прокладки и тампоны			Товары для красоты > Средства и предметы гигиены > Прокладки и тампоны	нет	55.0	62.0	55.0	62.0	7.0
Товары для красоты	Средства и предметы гигиены	Прокладки и тампоны	Менструальные чаши		Товары для красоты > Средства и предметы гигиены > Прокладки и тампоны > Менструальные чаши	да	40.0	47.0	40.0	47.0	7.0
Товары для красоты	Средства и предметы гигиены	Прокладки и тампоны	Многоразовые прокладки гигиенические		Товары для красоты > Средства и предметы гигиены > Прокладки и тампоны > Многоразовые прокладки гигиенические	да	47.0	54.0	47.0	54.0	7.0
Товары для красоты	Средства и предметы гигиены	Прокладки и тампоны	Прокладки ежедневные гигиенические		Товары для красоты > Средства и предметы гигиены > Прокладки и тампоны > Прокладки ежедневные гигиенические	да	51.0	58.0	51.0	58.0	7.0
Товары для красоты	Средства и предметы гигиены	Прокладки и тампоны	Прокладки женские гигиенические		Товары для красоты > Средства и предметы гигиены > Прокладки и тампоны > Прокладки женские гигиенические	да	55.0	62.0	55.0	62.0	7.0
Товары для красоты	Средства и предметы гигиены	Прокладки и тампоны	Тампоны женские		Товары для красоты > Средства и предметы гигиены > Прокладки и тампоны > Тампоны женские	да	55.0	62.0	55.0	62.0	7.0
Товары для красоты	Средства и предметы гигиены	Прокладки и тампоны	Трусы менструальные		Товары для красоты > Средства и предметы гигиены > Прокладки и тампоны > Трусы менструальные	да	55.0	62.0	55.0	62.0	7.0
Товары для красоты	Средства и предметы гигиены	Прокладки и тампоны	Футляры для гигиенических женских средств		Товары для красоты > Средства и предметы гигиены > Прокладки и тампоны > Футляры для гигиенических женских средств	да	55.0	62.0	55.0	62.0	7.0
Товары для красоты	Средства и предметы гигиены	Средства для интимной гигиены			Товары для красоты > Средства и предметы гигиены > Средства для интимной гигиены	да	45.0	52.0	45.0	52.0	7.0
Товары для красоты	Средства и предметы гигиены	Туалетная бумага и полотенца			Товары для красоты > Средства и предметы гигиены > Туалетная бумага и полотенца	нет	55.0	62.0	55.0	62.0	7.0
Товары для красоты	Средства и предметы гигиены	Туалетная бумага и полотенца	Бумажные полотенца		Товары для красоты > Средства и предметы гигиены > Туалетная бумага и полотенца > Бумажные полотенца	да	46.5	53.5	46.5	53.5	7.0
Товары для красоты	Средства и предметы гигиены	Туалетная бумага и полотенца	Покрытия на сиденье унитаза		Товары для красоты > Средства и предметы гигиены > Туалетная бумага и полотенца > Покрытия на сиденье унитаза	да	55.0	62.0	55.0	62.0	7.0
Товары для красоты	Средства и предметы гигиены	Туалетная бумага и полотенца	Туалетная бумага		Товары для красоты > Средства и предметы гигиены > Туалетная бумага и полотенца > Туалетная бумага	да	46.5	53.5	46.5	53.5	7.0
Товары для красоты	Средства и предметы гигиены	Туалетная бумага и полотенца	Туалетная бумага влажная		Товары для красоты > Средства и предметы гигиены > Туалетная бумага и полотенца > Туалетная бумага влажная	да	54.0	61.0	54.0	61.0	7.0
Товары для красоты	Техника для красоты				Товары для красоты > Техника для красоты	нет	39.0	46.0	39.0	46.0	7.0
Товары для красоты	Техника для красоты	Солярии			Товары для красоты > Техника для красоты > Солярии	нет	39.0	46.0	39.0	46.0	7.0
Товары для красоты	Техника для красоты	Солярии	Коллагенарии		Товары для красоты > Техника для красоты > Солярии > Коллагенарии	да	39.0	46.0	39.0	46.0	7.0
Товары для красоты	Техника для красоты	Солярии	Коллариумы		Товары для красоты > Техника для красоты > Солярии > Коллариумы	да	40.0	47.0	40.0	47.0	7.0
Товары для красоты	Техника для красоты	Солярии	Комплектующие и запчасти для солярия		Товары для красоты > Техника для красоты > Солярии > Комплектующие и запчасти для солярия	да	38.0	45.0	38.0	45.0	7.0
