Артикул продавца	Название	Артикул WB	Размер	Предмет	Бренд	Регион	Время доставки	Итого заказов, шт	Итого заказов по товарам локально, шт	Итого заказов по товарам не локально, шт	Итого заказы по товарам не локально, %	Заказы со склада WB локально, шт	Заказы со склада WB не локально, шт	Заказы со склада WB не локально, %	Заказы Маркетплейс локально, шт	Заказы Маркетплейс не локально, шт	Заказы Маркетплейс не локально, %	Остатки склад WB, шт	Остатки МП, шт
CELIMAX PORE+DARK SPOT BRIGHTENING PAD [100ml / 40pads]	Отбеливающие тонер пэды для лица	551540924	-	Пэды косметические	Celimax	Таджикистан	8д 22ч	1	0	1	100	0	1	100	0	0	0	0	0
CELIMAX PORE+DARK SPOT BRIGHTENING PAD [100ml / 40pads]	Отбеливающие тонер пэды для лица	551540924	-	Пэды косметические	Celimax	Узбекистан	12д 15ч	1	0	1	100	0	1	100	0	0	0	0	0
 ENOUGH COLLAGEN 3IN1 13	Отбеливающий тональный крем для лица 3в1 тон 13	151132051	-	Тональные кремы	ENOUGH	Дальневосточный и Сибирский	4д 19ч	64	0	64	100	0	64	100	0	0	0	0	0
 ENOUGH COLLAGEN 3IN1 13	Отбеливающий тональный крем для лица 3в1 тон 13	151132051	-	Тональные кремы	ENOUGH	Приволжский	1д 13ч	84	38	46	55	38	46	55	0	0	0	0	0
 ENOUGH COLLAGEN 3IN1 13	Отбеливающий тональный крем для лица 3в1 тон 13	151132051	-	Тональные кремы	ENOUGH	Южный и Северо-Кавказский	1д 18ч	119	80	39	33	80	39	33	0	0	0	7	0
 ENOUGH COLLAGEN 3IN1 13	Отбеливающий тональный крем для лица 3в1 тон 13	151132051	-	Тональные кремы	ENOUGH	Уральский	2д 12ч	42	7	35	83	7	35	83	0	0	0	0	0
 ENOUGH COLLAGEN 3IN1 13	Отбеливающий тональный крем для лица 3в1 тон 13	151132051	-	Тональные кремы	ENOUGH	Северо-Западный	2д 3ч	37	5	32	86	5	32	86	0	0	0	0	0
 ENOUGH COLLAGEN 3IN1 13	Отбеливающий тональный крем для лица 3в1 тон 13	151132051	-	Тональные кремы	ENOUGH	Беларусь	1д 13ч	12	0	12	100	0	12	100	0	0	0	0	0
 ENOUGH COLLAGEN 3IN1 13	Отбеливающий тональный крем для лица 3в1 тон 13	151132051	-	Тональные кремы	ENOUGH	Казахстан	4д 3ч	8	0	8	100	0	8	100	0	0	0	0	0
 ENOUGH COLLAGEN 3IN1 13	Отбеливающий тональный крем для лица 3в1 тон 13	151132051	-	Тональные кремы	ENOUGH	Центральный	1д 5ч	146	139	7	5	139	7	5	0	0	0	149	0
 ENOUGH COLLAGEN 3IN1 13	Отбеливающий тональный крем для лица 3в1 тон 13	151132051	-	Тональные кремы	ENOUGH	Армения	13д 20ч	1	0	1	100	0	1	100	0	0	0	0	0
ELIZAVECCA - Natural 90% Olive Cleansing Oil	Корейское гидрофильное масло для умывания	207796439	-	Гидрофильные масла	Elizavecca	Дальневосточный и Сибирский	4д 17ч	103	0	103	100	0	103	100	0	0	0	0	0
ELIZAVECCA - Natural 90% Olive Cleansing Oil	Корейское гидрофильное масло для умывания	207796439	-	Гидрофильные масла	Elizavecca	Северо-Западный	2д 2ч	68	18	50	74	18	50	74	0	0	0	0	0
ELIZAVECCA - Natural 90% Olive Cleansing Oil	Корейское гидрофильное масло для умывания	207796439	-	Гидрофильные масла	Elizavecca	Беларусь	1д 16ч	33	0	33	100	0	33	100	0	0	0	0	0
ELIZAVECCA - Natural 90% Olive Cleansing Oil	Корейское гидрофильное масло для умывания	207796439	-	Гидрофильные масла	Elizavecca	Уральский	1д 19ч	42	22	20	48	22	20	48	0	0	0	0	0
ELIZAVECCA - Natural 90% Olive Cleansing Oil	Корейское гидрофильное масло для умывания	207796439	-	Гидрофильные масла	Elizavecca	Южный и Северо-Кавказский	1д 12ч	136	120	16	12	120	16	12	0	0	0	0	0
ELIZAVECCA - Natural 90% Olive Cleansing Oil	Корейское гидрофильное масло для умывания	207796439	-	Гидрофильные масла	Elizavecca	Центральный	1д 3ч	216	204	12	6	204	12	6	0	0	0	1	0
ELIZAVECCA - Natural 90% Olive Cleansing Oil	Корейское гидрофильное масло для умывания	207796439	-	Гидрофильные масла	Elizavecca	Казахстан	3д 14ч	4	0	4	100	0	4	100	0	0	0	0	0
ELIZAVECCA - Natural 90% Olive Cleansing Oil	Корейское гидрофильное масло для умывания	207796439	-	Гидрофильные масла	Elizavecca	Приволжский	1д 6ч	85	81	4	5	81	4	5	0	0	0	6	0
ELIZAVECCA - Natural 90% Olive Cleansing Oil	Корейское гидрофильное масло для умывания	207796439	-	Гидрофильные масла	Elizavecca	Кыргызстан	10д 1ч	1	0	1	100	0	1	100	0	0	0	0	0
CELIMAX THE REAL NONI STARTER KIT (NEW) [30ml+10ml+10ml]	Увлажняющий набор уходовых средств для лица	551616449	-	Косметические наборы для ухода	Celimax	Приволжский	2д 4ч	59	3	56	95	3	56	95	0	0	0	0	0
CELIMAX THE REAL NONI STARTER KIT (NEW) [30ml+10ml+10ml]	Увлажняющий набор уходовых средств для лица	551616449	-	Косметические наборы для ухода	Celimax	Южный и Северо-Кавказский	1д 22ч	101	49	52	51	49	52	51	0	0	0	1	0
CELIMAX THE REAL NONI STARTER KIT (NEW) [30ml+10ml+10ml]	Увлажняющий набор уходовых средств для лица	551616449	-	Косметические наборы для ухода	Celimax	Центральный	1д 15ч	117	72	45	38	72	45	38	0	0	0	1	0
CELIMAX THE REAL NONI STARTER KIT (NEW) [30ml+10ml+10ml]	Увлажняющий набор уходовых средств для лица	551616449	-	Косметические наборы для ухода	Celimax	Дальневосточный и Сибирский	3д 20ч	35	2	33	94	2	33	94	0	0	0	0	0
CELIMAX THE REAL NONI STARTER KIT (NEW) [30ml+10ml+10ml]	Увлажняющий набор уходовых средств для лица	551616449	-	Косметические наборы для ухода	Celimax	Северо-Западный	2д 10ч	30	1	29	97	1	29	97	0	0	0	0	0
CELIMAX THE REAL NONI STARTER KIT (NEW) [30ml+10ml+10ml]	Увлажняющий набор уходовых средств для лица	551616449	-	Косметические наборы для ухода	Celimax	Уральский	2д 0ч	20	8	12	60	8	12	60	0	0	0	12	0
CELIMAX THE REAL NONI STARTER KIT (NEW) [30ml+10ml+10ml]	Увлажняющий набор уходовых средств для лица	551616449	-	Косметические наборы для ухода	Celimax	Беларусь	1д 21ч	11	0	11	100	0	11	100	0	0	0	0	0
CELIMAX THE REAL NONI STARTER KIT (NEW) [30ml+10ml+10ml]	Увлажняющий набор уходовых средств для лица	551616449	-	Косметические наборы для ухода	Celimax	Казахстан	2д 18ч	6	3	3	50	3	3	50	0	0	0	0	0
CELIMAX THE REAL NONI STARTER KIT (NEW) [30ml+10ml+10ml]	Увлажняющий набор уходовых средств для лица	551616449	-	Косметические наборы для ухода	Celimax	Армения	6д 20ч	2	0	2	100	0	2	100	0	0	0	0	0
ROUND LAB VITA NIACINAMIDE DARK SPOT SERUM 30ml	Сыворотка для лица c витамином С и ниацинамидом	437797551	-	Сыворотки	round lab	Дальневосточный и Сибирский	5д 17ч	87	2	85	98	2	85	98	0	0	0	0	0
ROUND LAB VITA NIACINAMIDE DARK SPOT SERUM 30ml	Сыворотка для лица c витамином С и ниацинамидом	437797551	-	Сыворотки	round lab	Северо-Западный	2д 1ч	53	1	52	98	1	52	98	0	0	0	0	0
ROUND LAB VITA NIACINAMIDE DARK SPOT SERUM 30ml	Сыворотка для лица c витамином С и ниацинамидом	437797551	-	Сыворотки	round lab	Уральский	2д 17ч	37	3	34	92	3	34	92	0	0	0	1	0
ROUND LAB VITA NIACINAMIDE DARK SPOT SERUM 30ml	Сыворотка для лица c витамином С и ниацинамидом	437797551	-	Сыворотки	round lab	Приволжский	1д 13ч	61	38	23	38	38	23	38	0	0	0	0	0
ROUND LAB VITA NIACINAMIDE DARK SPOT SERUM 30ml	Сыворотка для лица c витамином С и ниацинамидом	437797551	-	Сыворотки	round lab	Южный и Северо-Кавказский	1д 15ч	105	87	18	17	87	18	17	0	0	0	61	0
ROUND LAB VITA NIACINAMIDE DARK SPOT SERUM 30ml	Сыворотка для лица c витамином С и ниацинамидом	437797551	-	Сыворотки	round lab	Беларусь	1д 21ч	15	0	15	100	0	15	100	0	0	0	0	0
ROUND LAB VITA NIACINAMIDE DARK SPOT SERUM 30ml	Сыворотка для лица c витамином С и ниацинамидом	437797551	-	Сыворотки	round lab	Центральный	1д 7ч	160	152	8	5	152	8	5	0	0	0	15	0
ROUND LAB VITA NIACINAMIDE DARK SPOT SERUM 30ml	Сыворотка для лица c витамином С и ниацинамидом	437797551	-	Сыворотки	round lab	Армения	4д 12ч	6	3	3	50	3	3	50	0	0	0	0	0
ROUND LAB VITA NIACINAMIDE DARK SPOT SERUM 30ml	Сыворотка для лица c витамином С и ниацинамидом	437797551	-	Сыворотки	round lab	Казахстан	4д 10ч	2	0	2	100	0	2	100	0	0	0	0	0
ROUND LAB VITA NIACINAMIDE DARK SPOT SERUM 30ml	Сыворотка для лица c витамином С и ниацинамидом	437797551	-	Сыворотки	round lab	Грузия	7д 0ч	1	0	1	100	0	1	100	0	0	0	0	0
ROUND LAB VITA NIACINAMIDE DARK SPOT SERUM 30ml	Сыворотка для лица c витамином С и ниацинамидом	437797551	-	Сыворотки	round lab	Кыргызстан	8д 9ч	1	0	1	100	0	1	100	0	0	0	0	0
Petitfee GOLD & SNAIL HYDROGEL EYE PATCH	Гидрогелевые патчи для глаз Корея антивозрастные от отеков	179611207	-	Патчи	Petitfee	Северо-Западный	1д 21ч	64	5	59	92	5	59	92	0	0	0	0	0
Petitfee GOLD & SNAIL HYDROGEL EYE PATCH	Гидрогелевые патчи для глаз Корея антивозрастные от отеков	179611207	-	Патчи	Petitfee	Дальневосточный и Сибирский	4д 13ч	47	0	47	100	0	47	100	0	0	0	0	0
Petitfee GOLD & SNAIL HYDROGEL EYE PATCH	Гидрогелевые патчи для глаз Корея антивозрастные от отеков	179611207	-	Патчи	Petitfee	Центральный	1д 5ч	204	172	32	16	172	32	16	0	0	0	0	0
Petitfee GOLD & SNAIL HYDROGEL EYE PATCH	Гидрогелевые патчи для глаз Корея антивозрастные от отеков	179611207	-	Патчи	Petitfee	Южный и Северо-Кавказский	1д 21ч	60	32	28	47	32	28	47	0	0	0	0	0
Petitfee GOLD & SNAIL HYDROGEL EYE PATCH	Гидрогелевые патчи для глаз Корея антивозрастные от отеков	179611207	-	Патчи	Petitfee	Приволжский	1д 8ч	77	52	25	32	52	25	32	0	0	0	0	0
Petitfee GOLD & SNAIL HYDROGEL EYE PATCH	Гидрогелевые патчи для глаз Корея антивозрастные от отеков	179611207	-	Патчи	Petitfee	Уральский	1д 21ч	33	12	21	64	12	21	64	0	0	0	0	0
Petitfee GOLD & SNAIL HYDROGEL EYE PATCH	Гидрогелевые патчи для глаз Корея антивозрастные от отеков	179611207	-	Патчи	Petitfee	Беларусь	1д 16ч	20	0	20	100	0	20	100	0	0	0	0	0
Petitfee GOLD & SNAIL HYDROGEL EYE PATCH	Гидрогелевые патчи для глаз Корея антивозрастные от отеков	179611207	-	Патчи	Petitfee	Армения	6д 15ч	2	0	2	100	0	2	100	0	0	0	0	0
Petitfee GOLD & SNAIL HYDROGEL EYE PATCH	Гидрогелевые патчи для глаз Корея антивозрастные от отеков	179611207	-	Патчи	Petitfee	Казахстан	4д 14ч	1	0	1	100	0	1	100	0	0	0	0	0
Baking Powder BB Deep Cleansing Foam 3в1 30	Очищающая пенка для снятия макияжа Baking Powder 30ml	154159632	-	Пенки	Etude house	Дальневосточный и Сибирский	5д 11ч	108	2	106	98	2	106	98	0	0	0	0	0
Baking Powder BB Deep Cleansing Foam 3в1 30	Очищающая пенка для снятия макияжа Baking Powder 30ml	154159632	-	Пенки	Etude house	Уральский	2д 2ч	56	26	30	54	26	30	54	0	0	0	14	0
Baking Powder BB Deep Cleansing Foam 3в1 30	Очищающая пенка для снятия макияжа Baking Powder 30ml	154159632	-	Пенки	Etude house	Приволжский	1д 18ч	66	37	29	44	37	29	44	0	0	0	11	0
Baking Powder BB Deep Cleansing Foam 3в1 30	Очищающая пенка для снятия макияжа Baking Powder 30ml	154159632	-	Пенки	Etude house	Северо-Западный	1д 22ч	27	1	26	96	1	26	96	0	0	0	0	0
Baking Powder BB Deep Cleansing Foam 3в1 30	Очищающая пенка для снятия макияжа Baking Powder 30ml	154159632	-	Пенки	Etude house	Южный и Северо-Кавказский	1д 18ч	82	59	23	28	59	23	28	0	0	0	4	0
Baking Powder BB Deep Cleansing Foam 3в1 30	Очищающая пенка для снятия макияжа Baking Powder 30ml	154159632	-	Пенки	Etude house	Центральный	1д 6ч	115	108	7	6	108	7	6	0	0	0	154	0
Baking Powder BB Deep Cleansing Foam 3в1 30	Очищающая пенка для снятия макияжа Baking Powder 30ml	154159632	-	Пенки	Etude house	Казахстан	4д 8ч	5	0	5	100	0	5	100	0	0	0	0	0
Baking Powder BB Deep Cleansing Foam 3в1 30	Очищающая пенка для снятия макияжа Baking Powder 30ml	154159632	-	Пенки	Etude house	Беларусь	1д 20ч	3	0	3	100	0	3	100	0	0	0	0	0
Baking Powder BB Deep Cleansing Foam 3в1 30	Очищающая пенка для снятия макияжа Baking Powder 30ml	154159632	-	Пенки	Etude house	Армения	16д 23ч	1	0	1	100	0	1	100	0	0	0	0	0
Baking Powder BB Deep Cleansing Foam 3в1 30	Очищающая пенка для снятия макияжа Baking Powder 30ml	154159632	-	Пенки	Etude house	Таджикистан	4д 15ч	1	0	1	100	0	1	100	0	0	0	0	0
Baking Powder BB Deep Cleansing Foam 3в1 30	Очищающая пенка для снятия макияжа Baking Powder 30ml	154159632	-	Пенки	Etude house	Узбекистан	6д 14ч	1	0	1	100	0	1	100	0	0	0	0	0
Collagen_Enough_Moisture_Foundation_21	Увлажняющий тональный крем для лица матовый Collagen тон 21	150925322	-	Тональные кремы	ENOUGH	Дальневосточный и Сибирский	4д 6ч	83	1	82	99	1	82	99	0	0	0	0	0
Collagen_Enough_Moisture_Foundation_21	Увлажняющий тональный крем для лица матовый Collagen тон 21	150925322	-	Тональные кремы	ENOUGH	Северо-Западный	1д 19ч	56	2	54	96	2	54	96	0	0	0	0	0
Collagen_Enough_Moisture_Foundation_21	Увлажняющий тональный крем для лица матовый Collagen тон 21	150925322	-	Тональные кремы	ENOUGH	Уральский	1д 15ч	38	15	23	61	15	23	61	0	0	0	125	0
Collagen_Enough_Moisture_Foundation_21	Увлажняющий тональный крем для лица матовый Collagen тон 21	150925322	-	Тональные кремы	ENOUGH	Южный и Северо-Кавказский	1д 15ч	93	72	21	23	72	21	23	0	0	0	31	0
Collagen_Enough_Moisture_Foundation_21	Увлажняющий тональный крем для лица матовый Collagen тон 21	150925322	-	Тональные кремы	ENOUGH	Беларусь	1д 18ч	20	0	20	100	0	20	100	0	0	0	0	0
Collagen_Enough_Moisture_Foundation_21	Увлажняющий тональный крем для лица матовый Collagen тон 21	150925322	-	Тональные кремы	ENOUGH	Приволжский	1д 6ч	95	75	20	21	75	20	21	0	0	0	133	0
Collagen_Enough_Moisture_Foundation_21	Увлажняющий тональный крем для лица матовый Collagen тон 21	150925322	-	Тональные кремы	ENOUGH	Армения	8д 13ч	2	0	2	100	0	2	100	0	0	0	0	0
Collagen_Enough_Moisture_Foundation_21	Увлажняющий тональный крем для лица матовый Collagen тон 21	150925322	-	Тональные кремы	ENOUGH	Казахстан	5д 10ч	1	0	1	100	0	1	100	0	0	0	0	0
Collagen_Enough_Moisture_Foundation_21	Увлажняющий тональный крем для лица матовый Collagen тон 21	150925322	-	Тональные кремы	ENOUGH	Таджикистан	6д 0ч	1	0	1	100	0	1	100	0	0	0	0	0
Collagen_Enough_Moisture_Foundation_21	Увлажняющий тональный крем для лица матовый Collagen тон 21	150925322	-	Тональные кремы	ENOUGH	Центральный	1д 3ч	181	181	0	0	181	0	0	0	0	0	301	0
FARMSTAY - Collagen Pure Cleansing Foam [180ml]	Корейская пенка для умывания лица увлажняющая	207476777	-	Скрабы	Farm Stay	Дальневосточный и Сибирский	6д 17ч	109	0	109	100	0	109	100	0	0	0	0	0
FARMSTAY - Collagen Pure Cleansing Foam [180ml]	Корейская пенка для умывания лица увлажняющая	207476777	-	Скрабы	Farm Stay	Северо-Западный	1д 19ч	50	4	46	92	4	46	92	0	0	0	8	0
FARMSTAY - Collagen Pure Cleansing Foam [180ml]	Корейская пенка для умывания лица увлажняющая	207476777	-	Скрабы	Farm Stay	Уральский	2д 7ч	55	19	36	65	19	36	65	0	0	0	16	0
FARMSTAY - Collagen Pure Cleansing Foam [180ml]	Корейская пенка для умывания лица увлажняющая	207476777	-	Скрабы	Farm Stay	Беларусь	1д 17ч	11	0	11	100	0	11	100	0	0	0	0	0
FARMSTAY - Collagen Pure Cleansing Foam [180ml]	Корейская пенка для умывания лица увлажняющая	207476777	-	Скрабы	Farm Stay	Казахстан	3д 13ч	9	0	9	100	0	9	100	0	0	0	0	0
FARMSTAY - Collagen Pure Cleansing Foam [180ml]	Корейская пенка для умывания лица увлажняющая	207476777	-	Скрабы	Farm Stay	Приволжский	1д 8ч	39	32	7	18	32	7	18	0	0	0	3	0
FARMSTAY - Collagen Pure Cleansing Foam [180ml]	Корейская пенка для умывания лица увлажняющая	207476777	-	Скрабы	Farm Stay	Кыргызстан	7д 21ч	3	0	3	100	0	3	100	0	0	0	0	0
FARMSTAY - Collagen Pure Cleansing Foam [180ml]	Корейская пенка для умывания лица увлажняющая	207476777	-	Скрабы	Farm Stay	Армения	9д 10ч	3	1	2	67	1	2	67	0	0	0	0	0
FARMSTAY - Collagen Pure Cleansing Foam [180ml]	Корейская пенка для умывания лица увлажняющая	207476777	-	Скрабы	Farm Stay	Узбекистан	7д 20ч	1	0	1	100	0	1	100	0	0	0	0	0
FARMSTAY - Collagen Pure Cleansing Foam [180ml]	Корейская пенка для умывания лица увлажняющая	207476777	-	Скрабы	Farm Stay	Центральный	1д 1ч	104	104	0	0	104	0	0	0	0	0	89	0
FARMSTAY - Collagen Pure Cleansing Foam [180ml]	Корейская пенка для умывания лица увлажняющая	207476777	-	Скрабы	Farm Stay	Южный и Северо-Кавказский	1д 8ч	80	80	0	0	80	0	0	0	0	0	68	0
LANEIGE LIP SLEEPING MASK-BERRY [3g]	Бальзам маска для губ Lip Sleeping Mask Berry	868761530	-	Бальзамы	LANEIGE	Дальневосточный и Сибирский	4д 17ч	66	2	64	97	2	64	97	0	0	0	0	0
LANEIGE LIP SLEEPING MASK-BERRY [3g]	Бальзам маска для губ Lip Sleeping Mask Berry	868761530	-	Бальзамы	LANEIGE	Приволжский	1д 19ч	60	16	44	73	16	44	73	0	0	0	56	0
LANEIGE LIP SLEEPING MASK-BERRY [3g]	Бальзам маска для губ Lip Sleeping Mask Berry	868761530	-	Бальзамы	LANEIGE	Северо-Западный	1д 22ч	51	9	42	82	9	42	82	0	0	0	22	0
LANEIGE LIP SLEEPING MASK-BERRY [3g]	Бальзам маска для губ Lip Sleeping Mask Berry	868761530	-	Бальзамы	LANEIGE	Южный и Северо-Кавказский	1д 14ч	87	67	20	23	67	20	23	0	0	0	0	0
LANEIGE LIP SLEEPING MASK-BERRY [3g]	Бальзам маска для губ Lip Sleeping Mask Berry	868761530	-	Бальзамы	LANEIGE	Беларусь	1д 16ч	15	0	15	100	0	15	100	0	0	0	0	0
LANEIGE LIP SLEEPING MASK-BERRY [3g]	Бальзам маска для губ Lip Sleeping Mask Berry	868761530	-	Бальзамы	LANEIGE	Казахстан	5д 2ч	13	0	13	100	0	13	100	0	0	0	0	0
LANEIGE LIP SLEEPING MASK-BERRY [3g]	Бальзам маска для губ Lip Sleeping Mask Berry	868761530	-	Бальзамы	LANEIGE	Уральский	1д 19ч	27	15	12	44	15	12	44	0	0	0	78	0
LANEIGE LIP SLEEPING MASK-BERRY [3g]	Бальзам маска для губ Lip Sleeping Mask Berry	868761530	-	Бальзамы	LANEIGE	Армения	10д 4ч	6	0	6	100	0	6	100	0	0	0	0	0
LANEIGE LIP SLEEPING MASK-BERRY [3g]	Бальзам маска для губ Lip Sleeping Mask Berry	868761530	-	Бальзамы	LANEIGE	Грузия	5д 11ч	2	0	2	100	0	2	100	0	0	0	0	0
LANEIGE LIP SLEEPING MASK-BERRY [3g]	Бальзам маска для губ Lip Sleeping Mask Berry	868761530	-	Бальзамы	LANEIGE	Узбекистан	11д 11ч	2	0	2	100	0	2	100	0	0	0	0	0
LANEIGE LIP SLEEPING MASK-BERRY [3g]	Бальзам маска для губ Lip Sleeping Mask Berry	868761530	-	Бальзамы	LANEIGE	Центральный	1д 4ч	191	190	1	1	190	1	1	0	0	0	97	0
dm7dm9	Дед Мороз под елку 35 см	103431353	-	Фигурки и статуэтки	Дед Мороз Фигурка	Приволжский	2д 10ч	58	6	52	90	6	52	90	0	0	0	0	0
dm7dm9	Дед Мороз под елку 35 см	103431353	-	Фигурки и статуэтки	Дед Мороз Фигурка	Дальневосточный и Сибирский	6д 5ч	46	2	44	96	2	44	96	0	0	0	0	0
dm7dm9	Дед Мороз под елку 35 см	103431353	-	Фигурки и статуэтки	Дед Мороз Фигурка	Центральный	2д 1ч	73	30	43	59	30	43	59	0	0	0	0	0
dm7dm9	Дед Мороз под елку 35 см	103431353	-	Фигурки и статуэтки	Дед Мороз Фигурка	Беларусь	2д 10ч	28	1	27	96	1	27	96	0	0	0	0	0
dm7dm9	Дед Мороз под елку 35 см	103431353	-	Фигурки и статуэтки	Дед Мороз Фигурка	Южный и Северо-Кавказский	1д 20ч	59	42	17	29	42	17	29	0	0	0	1	0
dm7dm9	Дед Мороз под елку 35 см	103431353	-	Фигурки и статуэтки	Дед Мороз Фигурка	Уральский	3д 8ч	22	8	14	64	8	14	64	0	0	0	0	0
dm7dm9	Дед Мороз под елку 35 см	103431353	-	Фигурки и статуэтки	Дед Мороз Фигурка	Северо-Западный	3д 0ч	14	1	13	93	1	13	93	0	0	0	0	0
dm7dm9	Дед Мороз под елку 35 см	103431353	-	Фигурки и статуэтки	Дед Мороз Фигурка	Армения	21д 19ч	3	0	3	100	0	3	100	0	0	0	0	0
dm7dm9	Дед Мороз под елку 35 см	103431353	-	Фигурки и статуэтки	Дед Мороз Фигурка	Казахстан	5д 19ч	2	0	2	100	0	2	100	0	0	0	0	0
dm7dm9	Дед Мороз под елку 35 см	103431353	-	Фигурки и статуэтки	Дед Мороз Фигурка	Узбекистан	9д 22ч	1	0	1	100	0	1	100	0	0	0	0	0
Enough Rich Gold Double Wea Radiance Foundation 21 тон	Тональный крем для лица увлажняющий эффект сияния	170198109	-	Тональные кремы	ENOUGH	Дальневосточный и Сибирский	3д 18ч	84	1	83	99	1	83	99	0	0	0	0	0
Enough Rich Gold Double Wea Radiance Foundation 21 тон	Тональный крем для лица увлажняющий эффект сияния	170198109	-	Тональные кремы	ENOUGH	Южный и Северо-Кавказский	1д 17ч	119	80	39	33	80	39	33	0	0	0	0	0
Enough Rich Gold Double Wea Radiance Foundation 21 тон	Тональный крем для лица увлажняющий эффект сияния	170198109	-	Тональные кремы	ENOUGH	Беларусь	1д 17ч	28	0	28	100	0	28	100	0	0	0	0	0
Enough Rich Gold Double Wea Radiance Foundation 21 тон	Тональный крем для лица увлажняющий эффект сияния	170198109	-	Тональные кремы	ENOUGH	Армения	10д 0ч	22	2	20	91	2	20	91	0	0	0	0	0
Enough Rich Gold Double Wea Radiance Foundation 21 тон	Тональный крем для лица увлажняющий эффект сияния	170198109	-	Тональные кремы	ENOUGH	Северо-Западный	1д 7ч	27	12	15	56	12	15	56	0	0	0	46	0
Enough Rich Gold Double Wea Radiance Foundation 21 тон	Тональный крем для лица увлажняющий эффект сияния	170198109	-	Тональные кремы	ENOUGH	Уральский	1д 14ч	39	27	12	31	27	12	31	0	0	0	0	0
Enough Rich Gold Double Wea Radiance Foundation 21 тон	Тональный крем для лица увлажняющий эффект сияния	170198109	-	Тональные кремы	ENOUGH	Приволжский	1д 7ч	84	74	10	12	74	10	12	0	0	0	64	0
Enough Rich Gold Double Wea Radiance Foundation 21 тон	Тональный крем для лица увлажняющий эффект сияния	170198109	-	Тональные кремы	ENOUGH	Казахстан	3д 16ч	7	0	7	100	0	7	100	0	0	0	0	0
Enough Rich Gold Double Wea Radiance Foundation 21 тон	Тональный крем для лица увлажняющий эффект сияния	170198109	-	Тональные кремы	ENOUGH	Грузия	7д 13ч	1	0	1	100	0	1	100	0	0	0	0	0
Enough Rich Gold Double Wea Radiance Foundation 21 тон	Тональный крем для лица увлажняющий эффект сияния	170198109	-	Тональные кремы	ENOUGH	Кыргызстан	7д 8ч	1	0	1	100	0	1	100	0	0	0	0	0
Enough Rich Gold Double Wea Radiance Foundation 21 тон	Тональный крем для лица увлажняющий эффект сияния	170198109	-	Тональные кремы	ENOUGH	Центральный	1д 3ч	156	156	0	0	156	0	0	0	0	0	65	0
JIGOTT - Aura Secret Hyaluronec Acid Toner [300ml]	Увлажняюший тонер для лица с гиалуроновой кислотой	212883090	-	Тоники	Jigott	Дальневосточный и Сибирский	3д 12ч	92	1	91	99	1	91	99	0	0	0	0	0
JIGOTT - Aura Secret Hyaluronec Acid Toner [300ml]	Увлажняюший тонер для лица с гиалуроновой кислотой	212883090	-	Тоники	Jigott	Северо-Западный	1д 19ч	46	0	46	100	0	46	100	0	0	0	0	0
JIGOTT - Aura Secret Hyaluronec Acid Toner [300ml]	Увлажняюший тонер для лица с гиалуроновой кислотой	212883090	-	Тоники	Jigott	Уральский	1д 14ч	40	16	24	60	16	24	60	0	0	0	0	0
JIGOTT - Aura Secret Hyaluronec Acid Toner [300ml]	Увлажняюший тонер для лица с гиалуроновой кислотой	212883090	-	Тоники	Jigott	Приволжский	1д 12ч	92	69	23	25	69	23	25	0	0	0	17	0
JIGOTT - Aura Secret Hyaluronec Acid Toner [300ml]	Увлажняюший тонер для лица с гиалуроновой кислотой	212883090	-	Тоники	Jigott	Беларусь	1д 19ч	18	0	18	100	0	18	100	0	0	0	0	0
JIGOTT - Aura Secret Hyaluronec Acid Toner [300ml]	Увлажняюший тонер для лица с гиалуроновой кислотой	212883090	-	Тоники	Jigott	Казахстан	4д 21ч	3	0	3	100	0	3	100	0	0	0	0	0
JIGOTT - Aura Secret Hyaluronec Acid Toner [300ml]	Увлажняюший тонер для лица с гиалуроновой кислотой	212883090	-	Тоники	Jigott	Южный и Северо-Кавказский	1д 10ч	87	85	2	2	85	2	2	0	0	0	51	0
JIGOTT - Aura Secret Hyaluronec Acid Toner [300ml]	Увлажняюший тонер для лица с гиалуроновой кислотой	212883090	-	Тоники	Jigott	Армения	8д 9ч	2	1	1	50	1	1	50	0	0	0	0	0
JIGOTT - Aura Secret Hyaluronec Acid Toner [300ml]	Увлажняюший тонер для лица с гиалуроновой кислотой	212883090	-	Тоники	Jigott	Центральный	1д 3ч	195	195	0	0	195	0	0	0	0	0	13	0
ROUND LAB VITA NIACINAMIDE DARK SPOT CREAM 50ml	Крем для лица с ниацинамидом от чёрных точек Корея	437845041	-	Кремы	round lab	Дальневосточный и Сибирский	5д 4ч	88	1	87	99	1	87	99	0	0	0	0	0
ROUND LAB VITA NIACINAMIDE DARK SPOT CREAM 50ml	Крем для лица с ниацинамидом от чёрных точек Корея	437845041	-	Кремы	round lab	Северо-Западный	2д 1ч	43	0	43	100	0	43	100	0	0	0	0	0
ROUND LAB VITA NIACINAMIDE DARK SPOT CREAM 50ml	Крем для лица с ниацинамидом от чёрных точек Корея	437845041	-	Кремы	round lab	Южный и Северо-Кавказский	1д 21ч	76	47	29	38	47	29	38	0	0	0	0	0
ROUND LAB VITA NIACINAMIDE DARK SPOT CREAM 50ml	Крем для лица с ниацинамидом от чёрных точек Корея	437845041	-	Кремы	round lab	Приволжский	1д 8ч	50	37	13	26	37	13	26	0	0	0	0	0
